Type,EDI_Std_Nomenclature,AISC_Manual_Label,T_F,W,A,d,ddet,Ht,h,OD,bf,bfdet,B,b,ID,tw,twdet,twdet/2,tf,tfdet,t,tnom,tdes,kdes,kdet,k1,x,y,eo,xp,yp,bf/2tf,b/t,b/tdes,h/tw,h/tdes,D/t,Ix,Zx,Sx,rx,Iy,Zy,Sy,ry,Iz,rz,Sz,J,Cw,C,Wno,Sw1,Sw2,Sw3,Qf,Qw,ro,H,tan(à),Iw,zA,zB,zC,wA,wB,wC,SwA,SwB,SwC,SzA,SzB,SzC,rts,ho,PA,PA2,PB,PC,PD,T,WGi,WGo,EDI_Std_Nomenclature,AISC_Manual_Label,W,A,d,ddet,Ht,h,OD,bf,bfdet,B,b,ID,tw,twdet,twdet/2,tf,tfdet,t,tnom,tdes,kdes,kdet,k1,x,y,eo,xp,yp,bf/2tf,b/t,b/tdes,h/tw,h/tdes,D/t,Ix,Zx,Sx,rx,Iy,Zy,Sy,ry,Iz,rz,Sz,J,Cw,C,Wno,Sw1,Sw2,Sw3,Qf,Qw,ro,H,tan(à),Iw,zA,zB,zC,wA,wB,wC,SwA,SwB,SwC,SzA,SzB,SzC,rts,ho,PA,PA2,PB,PC,PD,T,WGi,WGo
L,L7X4X1/2,L7X4X1/2,F,17.9000,5.2600,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,1.0000,1.0000,0.0000,0.9100,2.4000,0.0000,0.3760,1.7400,0.0000,14.0000,0.0000,0.0000,0.0000,0.0000,26.6000,10.2000,5.7900,2.2500,6.4800,3.7700,2.1000,1.1100,3.9400,0.8660,1.7500,0.4560,1.2500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.3700,0.0000,0.3340,29.1000,3.0200,1.9900,4.5700,2.2500,1.6200,0.8340,9.6400,14.6000,6.3700,1.7500,2.4300,4.7200,0.0000,0.0000,18.0000,15.0000,22.0000,0.0000,0.0000,0.0000,0.0000,0.0000,L178X102X12.7,L178X102X12.7,26.5000,3390.0000,102.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,178.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.7000,0.0000,0.0000,25.4000,25.4000,0.0000,23.1000,61.0000,0.0000,9.5500,44.2000,0.0000,14.0000,0.0000,0.0000,0.0000,0.0000,11.1000,167.0000,94.9000,57.2000,2.7000,61.8000,34.4000,28.2000,1.6400,22.0000,28.8000,190.0000,0.3360,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,85.6000,0.0000,0.3340,12.1000,76.7000,50.5000,116.0000,57.2000,41.1000,21.2000,158.0000,239.0000,104.0000,28.7000,39.8000,77.4000,0.0000,0.0000,457.0000,381.0000,559.0000,0.0000,0.0000,0.0000,0.0000,0.0000
L,L7X4X7/16,L7X4X7/16,F,15.7000,4.6300,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4380,0.0000,0.0000,0.9380,0.9375,0.0000,0.8860,2.3800,0.0000,0.3310,1.7100,0.0000,16.0000,0.0000,0.0000,0.0000,0.0000,23.6000,9.0300,5.1100,2.2600,5.7900,3.3100,1.8600,1.1200,3.5000,0.8690,1.5500,0.3100,0.8510,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.3800,0.0000,0.3370,25.9000,3.0400,1.9700,4.5900,2.2600,1.6000,0.8460,8.5200,13.1000,5.6400,1.5500,2.1900,4.1400,0.0000,0.0000,18.0000,15.0000,22.0000,0.0000,0.0000,0.0000,0.0000,0.0000,L178X102X11.1,L178X102X11.1,23.4000,2990.0000,102.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,178.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11.1000,0.0000,0.0000,23.8000,23.8000,0.0000,22.5000,60.5000,0.0000,8.4100,43.4000,0.0000,16.0000,0.0000,0.0000,0.0000,0.0000,9.8200,148.0000,83.7000,57.4000,2.4100,54.2000,30.5000,28.4000,1.4600,22.1000,25.4000,129.0000,0.2290,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,85.9000,0.0000,0.3370,10.8000,77.2000,50.0000,117.0000,57.4000,40.6000,21.5000,140.0000,215.0000,92.4000,25.4000,35.9000,67.9000,0.0000,0.0000,457.0000,381.0000,559.0000,0.0000,0.0000,0.0000,0.0000,0.0000
L,L7X4X3/8,L7X4X3/8,F,13.6000,4.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3750,0.0000,0.0000,0.8750,0.8750,0.0000,0.8610,2.3500,0.0000,0.2860,1.6700,0.0000,18.7000,0.0000,0.0000,0.0000,0.0000,20.5000,7.8100,4.4200,2.2700,5.0600,2.8400,1.6100,1.1200,3.0400,0.8730,1.3300,0.1980,0.5440,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.4000,0.0000,0.3390,22.5000,3.0600,1.9500,4.6200,2.2800,1.5700,0.8590,7.3500,11.5000,4.8700,1.3300,1.9400,3.5400,0.0000,0.0000,18.0000,15.0000,22.0000,0.0000,0.0000,0.0000,0.0000,0.0000,L178X102X9.5,L178X102X9.5,20.2000,2580.0000,102.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,178.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.5300,0.0000,0.0000,22.2000,22.2000,0.0000,21.9000,59.7000,0.0000,7.2600,42.4000,0.0000,18.7000,0.0000,0.0000,0.0000,0.0000,8.5300,128.0000,72.4000,57.7000,2.1100,46.5000,26.4000,28.4000,1.2700,22.2000,22.0000,82.4000,0.1460,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,86.4000,0.0000,0.3390,9.3700,77.7000,49.5000,117.0000,57.9000,39.9000,21.8000,120.0000,188.0000,79.8000,21.8000,31.8000,58.0000,0.0000,0.0000,457.0000,381.0000,559.0000,0.0000,0.0000,0.0000,0.0000,0.0000
L,L6X6X1,L6X6X1,F,37.4000,11.0000,6.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.5000,1.5000,0.0000,1.8600,1.8600,0.0000,0.9170,0.9170,0.0000,6.0000,0.0000,0.0000,0.0000,0.0000,35.4000,15.4000,8.5500,1.7900,35.4000,15.4000,8.5500,1.7900,14.9000,1.1700,5.6700,3.6800,9.2400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.1800,0.6400,1.0000,55.8000,3.8900,0.0000,3.8900,1.9700,2.6300,1.9700,14.3000,0.0000,14.3000,7.5600,5.6700,7.5600,0.0000,0.0000,18.0000,18.0000,24.0000,0.0000,0.0000,0.0000,0.0000,0.0000,L152X152X25.4,L152X152X25.4,55.7000,7100.0000,152.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,152.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,25.4000,0.0000,0.0000,38.1000,38.1000,0.0000,47.2000,47.2000,0.0000,23.3000,23.3000,0.0000,6.0000,0.0000,0.0000,0.0000,0.0000,14.7000,252.0000,140.0000,45.5000,14.7000,252.0000,140.0000,45.5000,6.2000,29.7000,93.4000,1530.0000,2.4800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,80.8000,0.6400,1.0000,23.2000,98.8000,0.0000,98.8000,50.0000,66.8000,50.0000,234.0000,0.0000,234.0000,124.0000,92.9000,124.0000,0.0000,0.0000,457.0000,457.0000,610.0000,0.0000,0.0000,0.0000,0.0000,0.0000
L,L6X6X7/8,L6X6X7/8,F,33.1000,9.7500,6.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8750,0.0000,0.0000,1.3800,1.3750,0.0000,1.8100,1.8100,0.0000,0.8130,0.8130,0.0000,6.8600,0.0000,0.0000,0.0000,0.0000,31.9000,13.7000,7.6100,1.8100,31.9000,13.7000,7.6100,1.8100,13.3000,1.1700,5.2000,2.5100,6.4100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.2100,0.6300,1.0000,50.5000,3.9300,0.0000,3.9300,1.9900,2.5600,1.9900,12.8000,0.0000,12.8000,6.6800,5.2000,6.6800,0.0000,0.0000,18.0000,18.0000,24.0000,0.0000,0.0000,0.0000,0.0000,0.0000,L152X152X22.2,L152X152X22.2,49.3000,6290.0000,152.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,152.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,22.2000,0.0000,0.0000,35.1000,34.9000,0.0000,46.0000,46.0000,0.0000,20.7000,20.7000,0.0000,6.8600,0.0000,0.0000,0.0000,0.0000,13.3000,225.0000,125.0000,46.0000,13.3000,225.0000,125.0000,46.0000,5.5400,29.7000,84.9000,1040.0000,1.7200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,81.5000,0.6300,1.0000,21.0000,99.8000,0.0000,99.8000,50.5000,65.0000,50.5000,210.0000,0.0000,210.0000,109.0000,85.2000,109.0000,0.0000,0.0000,457.0000,457.0000,610.0000,0.0000,0.0000,0.0000,0.0000,0.0000
L,L6X6X3/4,L6X6X3/4,F,28.7000,8.4600,6.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7500,0.0000,0.0000,1.2500,1.2500,0.0000,1.7700,1.7700,0.0000,0.7050,0.7050,0.0000,8.0000,0.0000,0.0000,0.0000,0.0000,28.1000,11.9000,6.6400,1.8200,28.1000,11.9000,6.6400,1.8200,11.6000,1.1700,4.6400,1.6100,4.1700,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.2400,0.6300,1.0000,44.6000,3.9800,0.0000,3.9800,2.0000,2.5000,2.0000,11.2000,0.0000,11.2000,5.8000,4.6400,5.8000,0.0000,0.0000,18.0000,18.0000,24.0000,0.0000,0.0000,0.0000,0.0000,0.0000,L152X152X19,L152X152X19,42.7000,5460.0000,152.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,152.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,19.1000,0.0000,0.0000,31.8000,31.8000,0.0000,45.0000,45.0000,0.0000,17.9000,17.9000,0.0000,8.0000,0.0000,0.0000,0.0000,0.0000,11.7000,195.0000,109.0000,46.2000,11.7000,195.0000,109.0000,46.2000,4.8300,29.7000,75.9000,670.0000,1.1200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,82.3000,0.6300,1.0000,18.6000,101.0000,0.0000,101.0000,50.8000,63.5000,50.8000,184.0000,0.0000,184.0000,95.1000,76.0000,95.1000,0.0000,0.0000,457.0000,457.0000,610.0000,0.0000,0.0000,0.0000,0.0000,0.0000
L,L6X6X5/8,L6X6X5/8,F,24.2000,7.1300,6.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6250,0.0000,0.0000,1.1300,1.1250,0.0000,1.7200,1.7200,0.0000,0.5940,0.5940,0.0000,9.6000,0.0000,0.0000,0.0000,0.0000,24.1000,10.1000,5.6400,1.8400,24.1000,10.1000,5.6400,1.8400,9.8100,1.1700,4.0400,0.9550,2.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.2800,0.6300,1.0000,38.4000,4.0200,0.0000,4.0200,2.0300,2.4300,2.0300,9.5500,0.0000,9.5500,4.8300,4.0400,4.8300,0.0000,0.0000,18.0000,18.0000,24.0000,0.0000,0.0000,0.0000,0.0000,0.0000,L152X152X15.9,L152X152X15.9,36.0000,4600.0000,152.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,152.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,15.9000,0.0000,0.0000,28.7000,28.6000,0.0000,43.7000,43.7000,0.0000,15.1000,15.1000,0.0000,9.6000,0.0000,0.0000,0.0000,0.0000,10.0000,166.0000,92.4000,46.7000,10.0000,166.0000,92.4000,46.7000,4.0800,29.7000,66.2000,398.0000,0.6710,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,83.3000,0.6300,1.0000,16.0000,102.0000,0.0000,102.0000,51.6000,61.7000,51.6000,156.0000,0.0000,156.0000,79.1000,66.2000,79.1000,0.0000,0.0000,457.0000,457.0000,610.0000,0.0000,0.0000,0.0000,0.0000,0.0000
L,L6X6X9/16,L6X6X9/16,F,21.9000,6.4500,6.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5630,0.0000,0.0000,1.0600,1.0625,0.0000,1.7000,1.7000,0.0000,0.5380,0.5380,0.0000,10.7000,0.0000,0.0000,0.0000,0.0000,22.0000,9.1800,5.1200,1.8500,22.0000,9.1800,5.1200,1.8500,8.9000,1.1800,3.7100,0.7040,1.8500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.2900,0.6300,1.0000,35.1000,4.0400,0.0000,4.0400,2.0400,2.4000,2.0400,8.6900,0.0000,8.6900,4.3600,3.7100,4.3600,0.0000,0.0000,18.0000,18.0000,24.0000,0.0000,0.0000,0.0000,0.0000,0.0000,L152X152X14.3,L152X152X14.3,32.6000,4160.0000,152.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,152.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.3000,0.0000,0.0000,26.9000,27.0000,0.0000,43.2000,43.2000,0.0000,13.7000,13.7000,0.0000,10.7000,0.0000,0.0000,0.0000,0.0000,9.1600,150.0000,83.9000,47.0000,9.1600,150.0000,83.9000,47.0000,3.7000,30.0000,61.1000,293.0000,0.4970,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,83.6000,0.6300,1.0000,14.6000,103.0000,0.0000,103.0000,51.8000,61.0000,51.8000,142.0000,0.0000,142.0000,71.4000,60.8000,71.5000,0.0000,0.0000,457.0000,457.0000,610.0000,0.0000,0.0000,0.0000,0.0000,0.0000
L,L6X6X1/2,L6X6X1/2,F,19.6000,5.7700,6.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5000,0.0000,0.0000,1.0000,1.0000,0.0000,1.6700,1.6700,0.0000,0.4810,0.4810,0.0000,12.0000,0.0000,0.0000,0.0000,0.0000,19.9000,8.2200,4.5900,1.8600,19.9000,8.2200,4.5900,1.8600,8.0600,1.1800,3.4200,0.5010,1.3200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.3100,0.6300,1.0000,31.8000,4.0700,0.0000,4.0700,2.0600,2.3600,2.0600,7.8100,0.0000,7.8100,3.9100,3.4200,3.9100,0.0000,0.0000,18.0000,18.0000,24.0000,0.0000,0.0000,0.0000,0.0000,0.0000,L152X152X12.7,L152X152X12.7,29.2000,3720.0000,152.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,152.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.7000,0.0000,0.0000,25.4000,25.4000,0.0000,42.4000,42.4000,0.0000,12.2000,12.2000,0.0000,12.0000,0.0000,0.0000,0.0000,0.0000,8.2800,135.0000,75.2000,47.2000,8.2800,135.0000,75.2000,47.2000,3.3500,30.0000,55.7000,209.0000,0.3540,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,84.1000,0.6300,1.0000,13.2000,103.0000,0.0000,103.0000,52.3000,59.9000,52.3000,128.0000,0.0000,128.0000,64.1000,56.1000,64.1000,0.0000,0.0000,457.0000,457.0000,610.0000,0.0000,0.0000,0.0000,0.0000,0.0000
L,L6X6X7/16,L6X6X7/16,F,17.2000,5.0800,6.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4380,0.0000,0.0000,0.9380,0.9375,0.0000,1.6500,1.6500,0.0000,0.4230,0.4230,0.0000,13.7000,0.0000,0.0000,0.0000,0.0000,17.6000,7.2500,4.0600,1.8600,17.6000,7.2500,4.0600,1.8600,7.0500,1.1800,3.0300,0.3400,0.8990,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.3200,0.6300,1.0000,28.1000,4.0900,0.0000,4.0900,2.0600,2.3300,2.0600,6.8700,0.0000,6.8700,3.4200,3.0300,3.4200,0.0000,0.0000,18.0000,18.0000,24.0000,0.0000,0.0000,0.0000,0.0000,0.0000,L152X152X11.1,L152X152X11.1,25.6000,3280.0000,152.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,152.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11.1000,0.0000,0.0000,23.8000,23.8000,0.0000,41.9000,41.9000,0.0000,10.7000,10.7000,0.0000,13.7000,0.0000,0.0000,0.0000,0.0000,7.3300,119.0000,66.5000,47.2000,7.3300,119.0000,66.5000,47.2000,2.9300,30.0000,50.0000,142.0000,0.2410,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,84.3000,0.6300,1.0000,11.7000,104.0000,0.0000,104.0000,52.3000,59.2000,52.3000,113.0000,0.0000,113.0000,56.1000,49.7000,56.0000,0.0000,0.0000,457.0000,457.0000,610.0000,0.0000,0.0000,0.0000,0.0000,0.0000
L,L6X6X3/8,L6X6X3/8,F,14.9000,4.3800,6.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3750,0.0000,0.0000,0.8750,0.8750,0.0000,1.6200,1.6200,0.0000,0.3650,0.3650,0.0000,16.0000,0.0000,0.0000,0.0000,0.0000,15.4000,6.2700,3.5100,1.8700,15.4000,6.2700,3.5100,1.8700,6.2100,1.1900,2.7100,0.2180,0.5750,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.3400,0.6300,1.0000,24.6000,4.1100,0.0000,4.1100,2.0800,2.2900,2.0800,5.9900,0.0000,5.9900,2.9900,2.7100,2.9900,0.0000,0.0000,18.0000,18.0000,24.0000,0.0000,0.0000,0.0000,0.0000,0.0000,L152X152X9.5,L152X152X9.5,22.2000,2830.0000,152.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,152.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.5300,0.0000,0.0000,22.2000,22.2000,0.0000,41.1000,41.1000,0.0000,9.2700,9.2700,0.0000,16.0000,0.0000,0.0000,0.0000,0.0000,6.4100,103.0000,57.5000,47.5000,6.4100,103.0000,57.5000,47.5000,2.5800,30.2000,44.1000,90.7000,0.1540,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,84.8000,0.6300,1.0000,10.2000,104.0000,0.0000,104.0000,52.8000,58.2000,52.8000,98.2000,0.0000,98.2000,49.0000,44.4000,49.0000,0.0000,0.0000,457.0000,457.0000,610.0000,0.0000,0.0000,0.0000,0.0000,0.0000
L,L6X6X5/16,L6X6X5/16,F,12.4000,3.6700,6.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3130,0.0000,0.0000,0.8130,0.8125,0.0000,1.6000,1.6000,0.0000,0.3060,0.3060,0.0000,19.2000,0.0000,0.0000,0.0000,0.0000,13.0000,5.2600,2.9500,1.8800,13.0000,5.2600,2.9500,1.8800,5.2000,1.1900,2.3000,0.1290,0.3380,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.3500,0.6300,1.0000,20.8000,4.1300,0.0000,4.1300,2.0900,2.2600,2.0900,5.0400,0.0000,5.0400,2.4900,2.3000,2.4900,0.0000,0.0000,18.0000,18.0000,24.0000,0.0000,0.0000,0.0000,0.0000,0.0000,L152X152X7.9,L152X152X7.9,18.5000,2370.0000,152.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,152.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.9400,0.0000,0.0000,20.7000,20.6000,0.0000,40.6000,40.6000,0.0000,7.7700,7.7700,0.0000,19.2000,0.0000,0.0000,0.0000,0.0000,5.4100,86.2000,48.3000,47.8000,5.4100,86.2000,48.3000,47.8000,2.1600,30.2000,37.7000,53.7000,0.0908,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,85.1000,0.6300,1.0000,8.6600,105.0000,0.0000,105.0000,53.1000,57.4000,53.1000,82.6000,0.0000,82.6000,40.8000,37.7000,40.8000,0.0000,0.0000,457.0000,457.0000,610.0000,0.0000,0.0000,0.0000,0.0000,0.0000
L,L6X4X7/8,L6X4X7/8,F,27.2000,8.0000,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8750,0.0000,0.0000,1.3800,1.3750,0.0000,1.1200,2.1200,0.0000,0.6670,1.4300,0.0000,6.8600,0.0000,0.0000,0.0000,0.0000,27.7000,12.7000,7.1300,1.8600,9.7000,6.2600,3.3700,1.1000,5.8200,0.8540,2.9100,2.0300,4.0400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.8200,0.0000,0.4210,31.6000,2.6700,1.5200,3.8400,2.0000,1.8600,0.8770,11.8000,20.8000,8.2300,2.9100,3.1300,6.6400,0.0000,0.0000,16.0000,14.0000,20.0000,0.0000,0.0000,0.0000,0.0000,0.0000,L152X102X22.2,L152X102X22.2,40.3000,5160.0000,102.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,152.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,22.2000,0.0000,0.0000,35.1000,34.9000,0.0000,28.4000,53.8000,0.0000,16.9000,36.3000,0.0000,6.8600,0.0000,0.0000,0.0000,0.0000,11.5000,208.0000,117.0000,47.2000,4.0400,103.0000,55.2000,27.9000,2.4200,21.7000,47.7000,845.0000,1.0800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,71.6000,0.0000,0.4210,13.2000,67.8000,38.6000,97.5000,50.8000,47.2000,22.3000,193.0000,341.0000,135.0000,47.7000,51.3000,109.0000,0.0000,0.0000,406.0000,356.0000,508.0000,0.0000,0.0000,0.0000,0.0000,0.0000
L,L6X4X3/4,L6X4X3/4,F,23.6000,6.9400,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7500,0.0000,0.0000,1.2500,1.2500,0.0000,1.0700,2.0700,0.0000,0.5780,1.3700,0.0000,8.0000,0.0000,0.0000,0.0000,0.0000,24.5000,11.1000,6.2300,1.8800,8.6300,5.4200,2.9500,1.1200,5.0800,0.8560,2.5000,1.3100,2.6400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.8500,0.0000,0.4280,28.1000,2.7100,1.4800,3.8900,2.0300,1.8000,0.9060,10.4000,19.0000,7.2200,2.5000,2.8200,5.6100,0.0000,0.0000,16.0000,14.0000,20.0000,0.0000,0.0000,0.0000,0.0000,0.0000,L152X102X19,L152X102X19,35.0000,4480.0000,102.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,152.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,19.1000,0.0000,0.0000,31.8000,31.8000,0.0000,27.2000,52.6000,0.0000,14.7000,34.8000,0.0000,8.0000,0.0000,0.0000,0.0000,0.0000,10.2000,182.0000,102.0000,47.8000,3.5900,88.8000,48.3000,28.4000,2.1100,21.7000,41.1000,545.0000,0.7090,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,72.4000,0.0000,0.4280,11.7000,68.8000,37.6000,98.8000,51.6000,45.7000,23.0000,170.0000,311.0000,118.0000,41.0000,46.2000,91.9000,0.0000,0.0000,406.0000,356.0000,508.0000,0.0000,0.0000,0.0000,0.0000,0.0000
L,L6X4X5/8,L6X4X5/8,F,20.0000,5.8600,4.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6250,0.0000,0.0000,1.1300,1.1250,0.0000,1.0300,2.0300,0.0000,0.4880,1.3100,0.0000,9.6000,0.0000,0.0000,0.0000,0.0000,21.0000,9.4400,5.2900,1.8900,7.4800,4.5600,2.5200,1.1300,4.3200,0.8590,2.1200,0.7750,1.5900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.8800,0.0000,0.4350,24.2000,2.7600,1.4500,3.9300,2.0400,1.7500,0.9260,8.7700,16.7000,6.1600,2.1200,2.4700,4.6700,0.0000,0.0000,16.0000,14.0000,20.0000,0.0000,0.0000,0.0000,0.0000,0.0000,L152X102X15.9,L152X102X15.9,29.6000,3780.0000,102.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,152.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,15.9000,0.0000,0.0000,28.7000,28.6000,0.0000,26.2000,51.6000,0.0000,12.4000,33.3000,0.0000,9.6000,0.0000,0.0000,0.0000,0.0000,8.7400,155.0000,86.7000,48.0000,3.1100,74.7000,41.3000,28.7000,1.8000,21.8000,34.7000,323.0000,0.4270,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,73.2000,0.0000,0.4350,10.1000,70.1000,36.8000,99.8000,51.8000,44.4000,23.5000,144.0000,274.0000,101.0000,34.7000,40.5000,76.5000,0.0000,0.0000,406.0000,356.0000,508.0000,0.0000,0.0000,0.0000,0.0000,0.0000
