Type,EDI_Std_Nomenclature,AISC_Manual_Label,T_F,W,A,d,ddet,Ht,h,OD,bf,bfdet,B,b,ID,tw,twdet,twdet/2,tf,tfdet,t,tnom,tdes,kdes,kdet,k1,x,y,eo,xp,yp,bf/2tf,b/t,b/tdes,h/tw,h/tdes,D/t,Ix,Zx,Sx,rx,Iy,Zy,Sy,ry,Iz,rz,Sz,J,Cw,C,Wno,Sw1,Sw2,Sw3,Qf,Qw,ro,H,tan(à),Iw,zA,zB,zC,wA,wB,wC,SwA,SwB,SwC,SzA,SzB,SzC,rts,ho,PA,PA2,PB,PC,PD,T,WGi,WGo,EDI_Std_Nomenclature,AISC_Manual_Label,W,A,d,ddet,Ht,h,OD,bf,bfdet,B,b,ID,tw,twdet,twdet/2,tf,tfdet,t,tnom,tdes,kdes,kdet,k1,x,y,eo,xp,yp,bf/2tf,b/t,b/tdes,h/tw,h/tdes,D/t,Ix,Zx,Sx,rx,Iy,Zy,Sy,ry,Iz,rz,Sz,J,Cw,C,Wno,Sw1,Sw2,Sw3,Qf,Qw,ro,H,tan(à),Iw,zA,zB,zC,wA,wB,wC,SwA,SwB,SwC,SzA,SzB,SzC,rts,ho,PA,PA2,PB,PC,PD,T,WGi,WGo
HSS,HSS3X2X.313,HSS3X2X5/16,F,8.4500,2.3500,0.0000,0.0000,3.0000,2.1300,0.0000,0.0000,0.0000,2.0000,1.1300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3125,0.2910,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.8700,0.0000,7.3100,0.0000,2.3800,2.1100,1.5900,1.0100,1.2400,1.5800,1.2400,0.7250,0.0000,0.0000,0.0000,2.8700,0.0000,2.6000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,HSS76.2X50.8X7.9,HSS76.2X50.8X7.9,12.5000,1520.0000,0.0000,0.0000,76.2000,54.1000,0.0000,0.0000,0.0000,50.8000,28.7000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.9400,7.3900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.8700,0.0000,7.3100,0.0000,0.9910,34.6000,26.1000,25.7000,0.5160,25.9000,20.3000,18.4000,0.0000,0.0000,0.0000,1190.0000,0.0000,42.6000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
HSS,HSS3X2X.250,HSS3X2X1/4,F,7.1100,1.9700,0.0000,0.0000,3.0000,2.3000,0.0000,0.0000,0.0000,2.0000,1.3000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2500,0.2330,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.5800,0.0000,9.8800,0.0000,2.1300,1.8300,1.4200,1.0400,1.1100,1.3800,1.1100,0.7510,0.0000,0.0000,0.0000,2.5200,0.0000,2.2300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,HSS76.2X50.8X6.4,HSS76.2X50.8X6.4,10.5000,1270.0000,0.0000,0.0000,76.2000,58.4000,0.0000,0.0000,0.0000,50.8000,33.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.3500,5.9200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.5800,0.0000,9.8800,0.0000,0.8870,30.0000,23.3000,26.4000,0.4620,22.6000,18.2000,19.1000,0.0000,0.0000,0.0000,1050.0000,0.0000,36.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
HSS,HSS3X2X.188,HSS3X2X3/16,F,5.5900,1.5400,0.0000,0.0000,3.0000,2.4800,0.0000,0.0000,0.0000,2.0000,1.4800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1875,0.1740,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.4900,0.0000,14.2000,0.0000,1.7700,1.4800,1.1800,1.0700,0.9320,1.1200,0.9320,0.7780,0.0000,0.0000,0.0000,2.0500,0.0000,1.7800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,HSS76.2X50.8X4.8,HSS76.2X50.8X4.8,8.3100,994.0000,0.0000,0.0000,76.2000,63.0000,0.0000,0.0000,0.0000,50.8000,37.6000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.7600,4.4200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.4900,0.0000,14.2000,0.0000,0.7370,24.3000,19.3000,27.2000,0.3880,18.4000,15.3000,19.8000,0.0000,0.0000,0.0000,853.0000,0.0000,29.2000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
HSS,HSS3X2X.125,HSS3X2X1/8,F,3.9000,1.0700,0.0000,0.0000,3.0000,2.6500,0.0000,0.0000,0.0000,2.0000,1.6500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1250,0.1160,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.2000,0.0000,22.9000,0.0000,1.3000,1.0600,0.8670,1.1000,0.6920,0.8030,0.6920,0.8040,0.0000,0.0000,0.0000,1.4700,0.0000,1.2500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,HSS76.2X50.8X3.2,HSS76.2X50.8X3.2,5.8000,690.0000,0.0000,0.0000,76.2000,67.3000,0.0000,0.0000,0.0000,50.8000,41.9000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.1800,2.9500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.2000,0.0000,22.9000,0.0000,0.5410,17.4000,14.2000,27.9000,0.2880,13.2000,11.3000,20.4000,0.0000,0.0000,0.0000,612.0000,0.0000,20.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
HSS,HSS3X1-1/2X.250,HSS3X1-1/2X1/4,F,6.2600,1.7400,0.0000,0.0000,3.0000,2.3000,0.0000,0.0000,0.0000,1.5000,0.8010,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2500,0.2330,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.4400,0.0000,9.8800,0.0000,1.6800,1.5100,1.1200,0.9820,0.5430,0.9110,0.7250,0.5590,0.0000,0.0000,0.0000,1.4400,0.0000,1.5800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,HSS76.2X38.1X6.4,HSS76.2X38.1X6.4,9.2600,1120.0000,0.0000,0.0000,76.2000,58.4000,0.0000,0.0000,0.0000,38.1000,20.3000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.3500,5.9200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.4400,0.0000,9.8800,0.0000,0.6990,24.7000,18.4000,24.9000,0.2260,14.9000,11.9000,14.2000,0.0000,0.0000,0.0000,599.0000,0.0000,25.9000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
HSS,HSS3X1-1/2X.188,HSS3X1-1/2X3/16,F,4.9600,1.3700,0.0000,0.0000,3.0000,2.4800,0.0000,0.0000,0.0000,1.5000,0.9780,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1875,0.1740,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.6200,0.0000,14.2000,0.0000,1.4200,1.2400,0.9450,1.0200,0.4670,0.7520,0.6220,0.5840,0.0000,0.0000,0.0000,1.2100,0.0000,1.2800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,HSS76.2X38.1X4.8,HSS76.2X38.1X4.8,7.3600,884.0000,0.0000,0.0000,76.2000,63.0000,0.0000,0.0000,0.0000,38.1000,24.8000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.7600,4.4200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.6200,0.0000,14.2000,0.0000,0.5910,20.3000,15.5000,25.9000,0.1940,12.3000,10.2000,14.8000,0.0000,0.0000,0.0000,504.0000,0.0000,21.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
HSS,HSS3X1-1/2X.125,HSS3X1-1/2X1/8,F,3.4800,0.9560,0.0000,0.0000,3.0000,2.6500,0.0000,0.0000,0.0000,1.5000,1.1500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1250,0.1160,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.9300,0.0000,22.9000,0.0000,1.0600,0.8950,0.7060,1.0500,0.3550,0.5500,0.4740,0.6100,0.0000,0.0000,0.0000,0.8860,0.0000,0.9200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,HSS76.2X38.1X3.2,HSS76.2X38.1X3.2,5.1600,617.0000,0.0000,0.0000,76.2000,67.3000,0.0000,0.0000,0.0000,38.1000,29.2000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.1800,2.9500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.9300,0.0000,22.9000,0.0000,0.4410,14.7000,11.6000,26.7000,0.1480,9.0100,7.7700,15.5000,0.0000,0.0000,0.0000,369.0000,0.0000,15.1000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
HSS,HSS3X1X.188,HSS3X1X3/16,F,4.3200,1.1900,0.0000,0.0000,3.0000,2.4800,0.0000,0.0000,0.0000,1.0000,0.4780,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1875,0.1740,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.7500,0.0000,14.2000,0.0000,1.0700,0.9890,0.7130,0.9470,0.1730,0.4320,0.3450,0.3800,0.0000,0.0000,0.0000,0.5260,0.0000,0.7920,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,HSS76.2X25.4X4.8,HSS76.2X25.4X4.8,6.4100,768.0000,0.0000,0.0000,76.2000,63.0000,0.0000,0.0000,0.0000,25.4000,12.1000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.7600,4.4200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2.7500,0.0000,14.2000,0.0000,0.4450,16.2000,11.7000,24.1000,0.0720,7.0800,5.6500,9.6500,0.0000,0.0000,0.0000,219.0000,0.0000,13.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
HSS,HSS3X1X.125,HSS3X1X1/8,F,3.0500,0.8400,0.0000,0.0000,3.0000,2.6500,0.0000,0.0000,0.0000,1.0000,0.6520,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1250,0.1160,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.6200,0.0000,22.9000,0.0000,0.8170,0.7280,0.5450,0.9870,0.1380,0.3250,0.2760,0.4050,0.0000,0.0000,0.0000,0.4080,0.0000,0.5850,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,HSS76.2X25.4X3.2,HSS76.2X25.4X3.2,4.5300,542.0000,0.0000,0.0000,76.2000,67.3000,0.0000,0.0000,0.0000,25.4000,16.6000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.1800,2.9500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.6200,0.0000,22.9000,0.0000,0.3400,11.9000,8.9300,25.1000,0.0574,5.3300,4.5200,10.3000,0.0000,0.0000,0.0000,170.0000,0.0000,9.5900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
HSS,HSS2-1/2X2-1/2X.313,HSS2-1/2X2-1/2X5/16,F,8.4500,2.3500,0.0000,0.0000,2.5000,1.6300,0.0000,0.0000,0.0000,2.5000,1.6300,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3125,0.2910,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.5900,0.0000,5.5900,0.0000,1.8200,1.8800,1.4600,0.8800,1.8200,1.8800,1.4600,0.8800,0.0000,0.0000,0.0000,3.2000,0.0000,2.7400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,HSS63.5X63.5X7.9,HSS63.5X63.5X7.9,12.5000,1520.0000,0.0000,0.0000,63.5000,41.4000,0.0000,0.0000,0.0000,63.5000,41.4000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.9400,7.3900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.5900,0.0000,5.5900,0.0000,0.7580,30.8000,23.9000,22.4000,0.7580,30.8000,23.9000,22.4000,0.0000,0.0000,0.0000,1330.0000,0.0000,44.9000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
HSS,HSS2-1/2X2-1/2X.250,HSS2-1/2X2-1/2X1/4,F,7.1100,1.9700,0.0000,0.0000,2.5000,1.8000,0.0000,0.0000,0.0000,2.5000,1.8000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2500,0.2330,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.7300,0.0000,7.7300,0.0000,1.6300,1.6300,1.3000,0.9080,1.6300,1.6300,1.3000,0.9080,0.0000,0.0000,0.0000,2.7900,0.0000,2.3500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,HSS63.5X63.5X6.4,HSS63.5X63.5X6.4,10.5000,1270.0000,0.0000,0.0000,63.5000,45.7000,0.0000,0.0000,0.0000,63.5000,45.7000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.3500,5.9200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.7300,0.0000,7.7300,0.0000,0.6780,26.7000,21.3000,23.1000,0.6780,26.7000,21.3000,23.1000,0.0000,0.0000,0.0000,1160.0000,0.0000,38.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
HSS,HSS2-1/2X2-1/2X.188,HSS2-1/2X2-1/2X3/16,F,5.5900,1.5400,0.0000,0.0000,2.5000,1.9800,0.0000,0.0000,0.0000,2.5000,1.9800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1875,0.1740,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11.4000,0.0000,11.4000,0.0000,1.3500,1.3200,1.0800,0.9370,1.3500,1.3200,1.0800,0.9370,0.0000,0.0000,0.0000,2.2500,0.0000,1.8600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,HSS63.5X63.5X4.8,HSS63.5X63.5X4.8,8.3000,994.0000,0.0000,0.0000,63.5000,50.3000,0.0000,0.0000,0.0000,63.5000,50.3000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.7600,4.4200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,11.4000,0.0000,11.4000,0.0000,0.5620,21.6000,17.7000,23.8000,0.5620,21.6000,17.7000,23.8000,0.0000,0.0000,0.0000,937.0000,0.0000,30.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
HSS,HSS2-1/2X2-1/2X.125,HSS2-1/2X2-1/2X1/8,F,3.9000,1.0700,0.0000,0.0000,2.5000,2.1500,0.0000,0.0000,0.0000,2.5000,2.1500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1250,0.1160,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,18.6000,0.0000,18.6000,0.0000,0.9980,0.9470,0.7990,0.9650,0.9980,0.9470,0.7990,0.9650,0.0000,0.0000,0.0000,1.6100,0.0000,1.3100,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,HSS63.5X63.5X3.2,HSS63.5X63.5X3.2,5.8000,690.0000,0.0000,0.0000,63.5000,54.6000,0.0000,0.0000,0.0000,63.5000,54.6000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.1800,2.9500,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,18.6000,0.0000,18.6000,0.0000,0.4150,15.5000,13.1000,24.5000,0.4150,15.5000,13.1000,24.5000,0.0000,0.0000,0.0000,670.0000,0.0000,21.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
HSS,HSS2-1/2X2X.250,HSS2-1/2X2X1/4,F,6.2600,1.7400,0.0000,0.0000,2.5000,1.8000,0.0000,0.0000,0.0000,2.0000,1.3000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2500,0.2330,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.5800,0.0000,7.7300,0.0000,1.3300,1.3700,1.0600,0.8740,0.9300,1.1700,0.9300,0.7310,0.0000,0.0000,0.0000,1.9000,0.0000,1.8200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,HSS63.5X50.8X6.4,HSS63.5X50.8X6.4,9.2600,1120.0000,0.0000,0.0000,63.5000,45.7000,0.0000,0.0000,0.0000,50.8000,33.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.3500,5.9200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,5.5800,0.0000,7.7300,0.0000,0.5540,22.5000,17.4000,22.2000,0.3870,19.2000,15.2000,18.6000,0.0000,0.0000,0.0000,791.0000,0.0000,29.8000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
HSS,HSS2-1/2X2X.188,HSS2-1/2X2X3/16,F,4.9600,1.3700,0.0000,0.0000,2.5000,1.9800,0.0000,0.0000,0.0000,2.0000,1.4800,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1875,0.1740,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.4900,0.0000,11.4000,0.0000,1.1200,1.1200,0.8940,0.9040,0.7860,0.9560,0.7860,0.7580,0.0000,0.0000,0.0000,1.5500,0.0000,1.4600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,HSS63.5X50.8X4.8,HSS63.5X50.8X4.8,7.3600,884.0000,0.0000,0.0000,63.5000,50.3000,0.0000,0.0000,0.0000,50.8000,37.6000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.7600,4.4200,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,8.4900,0.0000,11.4000,0.0000,0.4660,18.4000,14.7000,23.0000,0.3270,15.7000,12.9000,19.3000,0.0000,0.0000,0.0000,645.0000,0.0000,23.9000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
